SHEET_TYPE_TEXT,Max Num Of Chars,Dead Text,Hash Codes,,Languages,,,,,,,,,,,,,Output For All Levels,HT_File_Map_ab_cana,HT_File_Map_ab_cncl,HT_File_Map_ab_cin1,HT_File_Map_ab_cin2,HT_File_Map_ab_musm,HT_File_Map_ab_nrth,HT_File_Map_ab_sewr,HT_File_Map_ab_shop,HT_File_Map_ab_sth,HT_File_Map_ak_du6,HT_File_Map_hl_cp,HT_File_Map_hl_da2,HT_File_Map_hl_da3,HT_File_Map_hl_dng,HT_File_Map_hl_ext,HT_File_Map_hl_ws1,HT_File_Map_hl_ws2,HT_File_Map_hl_ws3,HT_File_Map_hl_rm1,HT_File_Map_lu_pala,HT_File_Map_lu_pyra,HT_File_Map_MG_Simon,HT_File_Map_mg_pairs,HT_File_Map_mg_shoot,HT_File_Map_mg_walls,HT_File_Map_mu_cast,HT_File_mum_eye,HT_File_mum_eyei,HT_File_mum_gebq,HT_File_Map_mu_htrn,HT_File_Map_mu_imp2,HT_File_mum_inch,HT_File_mum_jail,HT_File_mum_ldge,HT_File_mum_pala,HT_File_Map_mu_roto,HT_File_mum_sewr,HT_File_mum_towr,HT_File_mum_trch,HT_File_mum_trei,HT_File_mum_udng,HT_File_mum_well,HT_File_urk_4pat,HT_File_Map_ur_cast,HT_File_Map_ur_intr,HT_File_FrontEnd,HT_File_DemoMap,HT_File_Monster_Test,HT_File_Mummy_Test,HT_File_Map_cas_lowr,HT_File_BOSTest,,Game Data,,,Sound Information,,,
,,,HT_Text_Hel_Exterior_SquirtHerd_Prompt03Accept,,Excellent! Round up the Squirts and come back and talk to me when you've finished.<E>,Excellent! Round up the Squirts and come back and talk to me when you've finished.<E>,"Sehr schön! Dann kümmere dich um die Knirpse und komme wieder und sprich mich an, wenn du fertig bist.<E>",Excellent! Rassemble mes Timoris et préviens-moi quand tu auras terminé.<E>,¡Excelente! Reúne a los animales y ven a buscarme cuando hayas terminado.<E>,"Ottimo! Raduna gli Squirt e torna quando hai finito, se vuoi parlarmi.<E>",좋습니다! 스쿼트들을 모으는 것을 끝낸 후 돌아와 저와 이야기합시다.<E>,**Excellent! Round up the Squirts and come back and talk to me when you've finished.<E>*,Excellent! Round up the Squirts and come back and talk to me when you've finished.<E>,Excellent! Round up the Squirts and come back and talk to me when you've finished.<E>,Excelente! Reúna todos os Esguichos e volte para falar comigo quando tiver terminado.<E>,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Hel_Exterior_SquirtHerd_Prompt03Decline,,Ahh well... I guess I'll have to keep my nice shiny piece of treasure to myself.<E>,Ahh well... I guess I'll have to keep my nice shiny piece of treasure to myself.<E>,"Ah, gut... dann muss ich meinen schönen Schatz wohl selbst behalten.<E>","Ah, je vois. Je vais devoir me le garder, mon trésor...<E>","Ah, bien. Supongo que tendré que quedarme con el precioso trozo del tesoro.<E>","Ah, beh... Vuol dire che mi terrò questo piccolo tesoro luccicante tutto per me.<E>",오 그럼... 저의 멋진 빛나는 보물을 제가 그냥 가지고 있어야겠군요.<E>,**Ahh well... I guess I'll have to keep my nice shiny piece of treasure to myself.<E>*,Ahh well... I guess I'll have to keep my nice shiny piece of treasure to myself.<E>,Ahh well... I guess I'll have to keep my nice shiny piece of treasure to myself.<E>,Ahh bem... acho que terei que guardar meu lindo e brilhante pedaço de tesouro para mim.<E>,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Hel_Exterior_SquirtHerd_Squirts01,,"There are still <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Squirts<END FC> out there my friend!<E>","There are still <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Squirts<END FC> out there my friend!<E>","Es laufen immer noch <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Knirpse<END FC> frei umher, mein Freund!<E>","Il me manque <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Timoris<END FC>!<E>","¡Todavía faltan <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Mequetrefes<END FC>, amigo!<E>","Ci sono ancora <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Squirt<END FC> là fuori, amico mio!<E>","<FC 0,128,0>스쿼트 <SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft><END FC>마리가 아직 밖에 남아있어요, 친구!<E>","**There are still <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Squirts<END FC> out there my friend!<E>*","There are still <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Squirts<END FC> out there my friend!<E>","There are still <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Squirts<END FC> out there my friend!<E>","Ainda há <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft>Esguichos<END FC> lá fora, meu amigo!<E>",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Hel_Exterior_SquirtHerd_Squirts02,,"There is still <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Squirt<END FC> out there my friend!<E>","There is still <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Squirt<END FC> out there my friend!<E>","Es läuft immer noch <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Knirps<END FC> frei umher, mein Freund!<E>","Il me manque <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Timoris<END FC>!<E>","¡Todavía falta <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Mequetrefe<END FC>, amigo!<E>","C'è ancora uno <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Squirt<END FC> là fuori, amico!<E>","<FC 0,128,0>스쿼트 <SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft><END FC>마리가 아직 밖에 남아있다고요, 친구!<E>","**There is still <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Squirt<END FC> out there my friend!<E>*","There is still <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Squirt<END FC> out there my friend!<E>","There is still <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft> Squirt<END FC> out there my friend!<E>","Ainda tem um <FC 0,128,0><SO HT_Objective_Hel_Exterior_SquirtHerdSquirtsLeft>Esguicho<END FC> lá fora, meu amigo!<E>",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Hel_Exterior_SquirtHerd_Reward01,,"You did it! All my Squirts are safely back in their pen thanks to you, stranger. Here take this, you deserve it.<E>","You did it! All my Squirts are safely back in their pen thanks to you, stranger. Here take this, you deserve it.<E>","Du hast es geschafft! Dank dir sind jetzt wieder alle Knirpse in ihrem Gehege. Hier, nimm dies. Du hast es dir verdient.<E>","Tu as réussi! Mes Timoris sont de retour dans leur enclos, grâce à toi. Tiens, prends ça, tu l'as bien mérité.<E>","¡Lo lograste! Mis Mequetrefes vuelven a estar en el redil, gracias a ti. Acepta esto, te lo mereces.<E>","Ce l'hai fatta! Tutti i miei Squirt sono al sicuro nel recinto grazie a te, straniero. Prendi, te lo meriti.<E>","해냈군요! 나의 스쿼트들이 모두 축사로 안전히 돌아왔군요, 덕분입니다, 이방인이여. 이걸 받으십시오, 당연히 받으셔야 합니다.<E>","**You did it! All my Squirts are safely back in their pen thanks to you, stranger. Here take this, you deserve it.<E>*","You did it! All my Squirts are safely back in their pen thanks to you, stranger. Here take this, you deserve it.<E>","You did it! All my Squirts are safely back in their pen thanks to you, stranger. Here take this, you deserve it.<E>","Você conseguiu! Todos os meus Esguichos estão seguros graças à você, estranho. Aqui, leve isso, você merece.<E>",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Hel_Exterior_SquirtHerd_Done01,,"My Squirts are doing great, my friend! One day I'm going to build a Squirt Ranch where I can keep hundreds of the little guys.<E>","My Squirts are doing great, my friend! One day I'm going to build a Squirt Ranch where I can keep hundreds of the little guys.<E>","Meinen Knirpsen geht es gut, mein Freund! Eines Tages werde ich eine Knirpsfarm errichten und dort Hunderte dieser kleinen Kerle halten.<E>","Mes Timoris sont à l'abri. Un jour, j'aurais un Ranch et j'en élèverai des centaines!<E>",¡Mis Mequetrefes están muy bien! Un día voy a construir un rancho de Mequetrefes en el que pueda criar a cientos de ellos.<E>,"I miei Squirt stanno benone, amico! Un giorno avrò un allevamento di Squirt con centinaia di questi piccoletti.<E>","나의 스쿼트들은 잘 지내고 있죠, 친구! 언젠가 스쿼트 목장을 지어서 이 작은 녀석들 수백 마리를 기를 거에요.<E>","**My Squirts are doing great, my friend! One day I'm going to build a Squirt Ranch where I can keep hundreds of the little guys.<E>*","My Squirts are doing great, my friend! One day I'm going to build a Squirt Ranch where I can keep hundreds of the little guys.<E>","My Squirts are doing great, my friend! One day I'm going to build a Squirt Ranch where I can keep hundreds of the little guys.<E>","Meus Esguichos estão ótimos, meu amigo! Um dia eu vou construir um rancho de Esguichos onde poderei ter centenas dos pequeninos.<E>",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Hel_Exterior_SquirtHerd_Done02,,Thanks for your help stranger. My Squirts are doing great now.<E>,Thanks for your help stranger. My Squirts are doing great now.<E>,Vielen Dank für deine Hilfe. Meinen Knirpsen geht es nun sehr gut.<E>,"Merci de ton aide, étranger. Mes Timoris sont à l'abri...<E>",¡Gracias por tu ayuda! Mis Mequetrefes están muy bien.<E>,"Grazie per il tuo aiuto, straniero. Ora gli Squirt stanno bene.<E>","도움을 줘서 고마워요, 이방인. 내 스쿼트들은 잘 지내고 있죠.<E>",**Thanks for your help stranger. My Squirts are doing great now.<E>*,Thanks for your help stranger. My Squirts are doing great now.<E>,Thanks for your help stranger. My Squirts are doing great now.<E>,"Obrigado pela ajuda, estranho. Meus Esguichos estão ótimos agora.<E>",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Hel_Ext_Horus_WallEntrance1,,"Sphinx, there you are! I knew that we would meet again. As you can see, I heroically managed to survive in <FC 128,64,0>Uruk<END FC>. Well, I won't bore you with the details.<E>","Sphinx, there you are! I knew that we would meet again. As you can see, I heroically managed to survive in <FC 128,64,0>Uruk<END FC>. Well, I won't bore you with the details.<E>","Sphinx, da bist du ja! Ich wusste, dass wir uns wieder treffen würden. Wie du siehst, habe ich in <FC 128,64,0>Uruk<END FC> heldenhaft überlebt. Aber ich möchte dich nicht mit den Details langweilen.<E>","Sphinx, te voilà! Je savais que je te reverrai. Comme tu peux le constater, j'ai réussi à survivre à <FC 128,64,0>Uruk<END FC>. Mais je te passe les détails.<E>","¡Ahí estás, Sphinx! Sabía que nos volveríamos a ver. Como puedes comprobar, conseguí sobrevivir estoicamente en <FC 128,64,0>Uruk<END FC>. En fin, no te aburriré con los detalles.<E>","Sphinx, eccoti! Sapevo che ci saremmo reincontrati. Come puoi vedere, sono riuscito eroicamente a sopravvivere a <FC 128,64,0>Uruk<END FC>. Beh, non ti tedierò con i dettagli.<E>","스핑크스, 거기 있었군! 다시 만날 줄 알았다. 보다시피 <FC 128,64,0>우루크<END FC>에서 멋있게 살아남았지. 뭐, 자세한 이야기는 하지 않겠어.<E>","**Sphinx, there you are! I knew that we would meet again. As you can see, I heroically managed to survive in <FC 128,64,0>Uruk<END FC>. Well, I won't bore you with the details.<E>*","Sphinx, there you are! I knew that we would meet again. As you can see, I heroically managed to survive in <FC 128,64,0>Uruk<END FC>. Well, I won't bore you with the details.<E>","Sphinx, there you are! I knew that we would meet again. As you can see, I heroically managed to survive in <FC 128,64,0>Uruk<END FC>. Well, I won't bore you with the details.<E>","Sphinx, aí está você! Eu sabia que nos veríamos novamente. Como pode ver, eu heroicamente consegui sobreviver em <FC 128,64,0>Uruk<END FC>. Bem, não vou te entediar com os detalhes.<E>",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Hel_Ext_Horus_WallEntrance2,,"You got lucky in <FC 128,64,0>Uruk<END FC> and by rights that blade should be mine! You would never have found it without my help!<E>","You got lucky in <FC 128,64,0>Uruk<END FC> and by rights that blade should be mine! You would never have found it without my help!<E>","Du hast in <FC 128,64,0>Uruk<END FC> Glück gehabt, und diese Klinge sollte rechtmäßig mir gehören! Ohne meine Hilfe hättest du sie nie gefunden!<E>","Tu as eu de la chance à <FC 128,64,0>Uruk<END FC> et cette épée me revient de droit. Sans moi, tu ne l'aurais jamais trouvée!<E>","¡Tuviste suerte en <FC 128,64,0>Uruk<END FC>, pero esa espada me pertenece! ¡Nunca la hubieras encontrado sin mi ayuda!<E>","Hai avuto fortuna a <FC 128,64,0>Uruk<END FC> e la lama spetterebbe di diritto a me! Non l'avresti mai trovata senza il mio aiuto!<E>","<FC 128,64,0>우루크<END FC>에서 운이 좋았나 보군 그리고 그 칼은 당연히 내 것이어야해! 내 도움이 없었으면 발견하지도 못했을 거라구!<E>","**You got lucky in <FC 128,64,0>Uruk<END FC> and by rights that blade should be mine! You would never have found it without my help!<E>*","You got lucky in <FC 128,64,0>Uruk<END FC> and by rights that blade should be mine! You would never have found it without my help!<E>","You got lucky in <FC 128,64,0>Uruk<END FC> and by rights that blade should be mine! You would never have found it without my help!<E>","Você teve sorte em <FC 128,64,0>Uruk<END FC> e por direito essa espada deveria ser minha! Você nunca a teria encontrado sem a minha ajuda!<E>",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Hel_Ext_Horus_WallEntrance3,,Yet again you credit yourself with greater skill than you possess. You can't get up here; you don't have the power to jump high enough! Your weakness is pathetic.<E>,Yet again you credit yourself with greater skill than you possess. You can't get up here; you don't have the power to jump high enough! Your weakness is pathetic.<E>,"Und wieder brüstest du dich mit Fähigkeiten, die du nicht besitzt. Du kommst hier nicht hoch. Dir fehlt einfach die Kraft, um hoch genug zu springen! Deine Fähigkeiten sind erbärmlich.<E>","Tu te crois meilleur que tu ne l'es! Tu ne peux pas accéder à cet endroit élevé, tu ne sautes pas assez haut. Ta faiblesse est vraiment navrante.<E>","Una vez más, te crees que eres mejor de lo que eres. No puedes llegar hasta ahí. ¡No tienes la capacidad de saltar tan alto! Tu debilidad es patética.<E>",Di nuovo ti consideri più abile di quanto tu non sia. Non ce la fai ad arrivare fin quassù: non riesci a saltare così in alto! Sei così debole e patetico.<E>,또 자신의 가진 능력보다 뛰어나다고 자신을 치켜세우는 군. 너는 여기 올라올 수 없어. 높이 점프할 힘이 없잖아! 넌 정말 나약한 놈이라니까.<E>,**Yet again you credit yourself with greater skill than you possess. You can't get up here; you don't have the power to jump high enough! Your weakness is pathetic.<E>*,Yet again you credit yourself with greater skill than you possess. You can't get up here; you don't have the power to jump high enough! Your weakness is pathetic.<E>,Yet again you credit yourself with greater skill than you possess. You can't get up here; you don't have the power to jump high enough! Your weakness is pathetic.<E>,Novamente você se considera mais habilidoso do que realmente é. Você não consegue subir aqui. Você não tem força para pular alto o suficiente! Sua fraqueza é patética.<E>,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Hel_Ext_Horus_WallEntrance3a,,"I found Imhotep in the temple on <FC 128,64,0>Sun Shrine Island<END FC>. That crazy old fool told me he was looking for you.<E>","I found Imhotep in the temple on <FC 128,64,0>Sun Shrine Island<END FC>. That crazy old fool told me he was looking for you.<E>","Ich habe Imhotep im Tempel auf der <FC 128,64,0>Sonnenschreininsel<END FC> getroffen. Dieser alte Narr sagte mir, dass er nach dir sucht.<E>","J'ai rencontré Imhotep au temple de l'<FC 128,64,0>Île du Temple solaire<END FC>. Ce vieux fou m'a dit qu'il te cherchait.<E>","Vi a Imhotep en el templo de la <FC 128,64,0>Isla del Santuario Solar<END FC>. Ese viejo chalado me dijo que estaba buscándote.<E>","Ho trovato Imhotep nel tempio sull'<FC 128,64,0>Isola del Tempio del <N>Sole<END FC>. Quel vecchio pazzo ha detto che ti cercava.<E>","<FC 128,64,0>태양 성당 섬<END FC>에 있는 사원에서 임호텝을 발견했다. 그 미친 늙은 바보가 너를 찾고 있다고 전해달래.<E>","**I found Imhotep in the temple on <FC 128,64,0>Sun Shrine Island<END FC>. That crazy old fool told me he was looking for you.<E>*","I found Imhotep in the temple on <FC 128,64,0>Sun Shrine Island<END FC>. That crazy old fool told me he was looking for you.<E>","I found Imhotep in the temple on <FC 128,64,0>Sun Shrine Island<END FC>. That crazy old fool told me he was looking for you.<E>","Eu encontrei Imhotep no templo da <FC 128,64,0>Ilha do Santuário do Sol<END FC>. Aquele velho maluco me disse que estava procurando você.<E>",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Hel_Ext_Horus_WallEntrance4,,"As you can see, you can't even get inside! I will solve the problem that Anubis has created by myself, despite what Imhotep says. See you around!<E>","As you can see, you can't even get inside! I will solve the problem that Anubis has created by myself, despite what Imhotep says. See you around!<E>","Wie du siehst, kommst du nicht einmal hinein! Ich löse das Problem, das Anubis geschaffen hat, nun selbst. Egal, was Imhotep sagt. Wir sehen uns!<E>","Tu vois, tu ne peux même pas y entrer! Je résoudrai tout seul cette énigme élaborée par Anubis, quoi qu'en dise Imhotep! Salut!<E>","¡Como ves, ni siquiera puedes entrar! Resolveré yo solito el problema de Anubis, a pesar de lo que diga Imhotep. ¡Hasta pronto!<E>","Come vedi, non riesci neanche a entrare! Il problema creato da Anubi me lo risolvo da me e non m'importa quello che dice Imhotep. Ci vediamo!<E>","보다시피, 너는 안에 들어올 수 없어! 임호텝이 뭐라고 하건 내가 아누비스가 만든 문제들을 해결하겠다. 나중에 보자구!<E>","**As you can see, you can't even get inside! I will solve the problem that Anubis has created by myself, despite what Imhotep says. See you around!<E>*","As you can see, you can't even get inside! I will solve the problem that Anubis has created by myself, despite what Imhotep says. See you around!<E>","As you can see, you can't even get inside! I will solve the problem that Anubis has created by myself, despite what Imhotep says. See you around!<E>","Como pode ver, você nem consegue entrar! Vou resolver o problema que Anúbis criou eu mesmo, apesar do que Imhotep diz. Vejo você por aí!<E>",,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
